date,product_id,quantity,lag_1,lag_2,lag_3,lag_7,rolling_mean_7,rolling_std_7,diff_1,day_of_week,month,is_weekend,is_black_friday_month
5221,2018-06-21,6cdd53843498f92890544667809f1595,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.37796447300922775,0.0,3,6,0,0
5231,2018-06-22,6cdd53843498f92890544667809f1595,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.37796447300922775,0.0,4,6,0,0
5241,2018-06-23,6cdd53843498f92890544667809f1595,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.487950036474267,1.0,5,6,1,0
5251,2018-06-24,6cdd53843498f92890544667809f1595,0.0,1.0,0.0,0.0,0.0,0.2857142857142857,0.487950036474267,-1.0,6,6,1,0
5261,2018-06-25,6cdd53843498f92890544667809f1595,0.0,0.0,1.0,0.0,0.0,0.2857142857142857,0.487950036474267,0.0,0,6,0,0
5271,2018-06-26,6cdd53843498f92890544667809f1595,0.0,0.0,0.0,1.0,1.0,0.14285714285714285,0.37796447300922775,0.0,1,6,0,0
5281,2018-06-27,6cdd53843498f92890544667809f1595,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922775,0.0,2,6,0,0
5291,2018-06-28,6cdd53843498f92890544667809f1595,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922775,0.0,3,6,0,0
5301,2018-06-29,6cdd53843498f92890544667809f1595,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922775,0.0,4,6,0,0
5311,2018-06-30,6cdd53843498f92890544667809f1595,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,6,1,0
5321,2018-07-01,6cdd53843498f92890544667809f1595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,1,0
5331,2018-07-02,6cdd53843498f92890544667809f1595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0,0
5341,2018-07-03,6cdd53843498f92890544667809f1595,2.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.7559289460184545,2.0,1,7,0,0
5351,2018-07-04,6cdd53843498f92890544667809f1595,0.0,2.0,0.0,0.0,0.0,0.2857142857142857,0.7559289460184545,-2.0,2,7,0,0
5361,2018-07-05,6cdd53843498f92890544667809f1595,0.0,0.0,2.0,0.0,0.0,0.2857142857142857,0.7559289460184545,0.0,3,7,0,0
5371,2018-07-06,6cdd53843498f92890544667809f1595,0.0,0.0,0.0,2.0,0.0,0.2857142857142857,0.7559289460184545,0.0,4,7,0,0
5381,2018-07-07,6cdd53843498f92890544667809f1595,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.7559289460184545,0.0,5,7,1,0
5391,2018-07-08,6cdd53843498f92890544667809f1595,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.7559289460184545,0.0,6,7,1,0
5401,2018-07-09,6cdd53843498f92890544667809f1595,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.7559289460184545,0.0,0,7,0,0
5411,2018-07-10,6cdd53843498f92890544667809f1595,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,7,0,0
5421,2018-07-11,6cdd53843498f92890544667809f1595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7,0,0
5431,2018-07-12,6cdd53843498f92890544667809f1595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,7,0,0
5441,2018-07-13,6cdd53843498f92890544667809f1595,2.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.7559289460184545,2.0,4,7,0,0
5451,2018-07-14,6cdd53843498f92890544667809f1595,0.0,2.0,0.0,0.0,0.0,0.2857142857142857,0.7559289460184545,-2.0,5,7,1,0
5461,2018-07-15,6cdd53843498f92890544667809f1595,0.0,0.0,2.0,0.0,0.0,0.2857142857142857,0.7559289460184545,0.0,6,7,1,0
5471,2018-07-16,6cdd53843498f92890544667809f1595,1.0,0.0,0.0,2.0,0.0,0.42857142857142855,0.7867957924694432,1.0,0,7,0,0
5481,2018-07-17,6cdd53843498f92890544667809f1595,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,0.7867957924694432,0.0,1,7,0,0
5491,2018-07-18,6cdd53843498f92890544667809f1595,0.0,1.0,1.0,0.0,0.0,0.5714285714285714,0.7867957924694432,-1.0,2,7,0,0
5501,2018-07-19,6cdd53843498f92890544667809f1595,2.0,0.0,1.0,1.0,0.0,0.8571428571428571,0.8997354108424375,2.0,3,7,0,0
5511,2018-07-20,6cdd53843498f92890544667809f1595,0.0,2.0,0.0,1.0,2.0,0.5714285714285714,0.7867957924694432,-2.0,4,7,0,0
5521,2018-07-21,6cdd53843498f92890544667809f1595,0.0,0.0,2.0,0.0,0.0,0.5714285714285714,0.7867957924694432,0.0,5,7,1,0
5531,2018-07-22,6cdd53843498f92890544667809f1595,0.0,0.0,0.0,2.0,0.0,0.5714285714285714,0.7867957924694432,0.0,6,7,1,0
5541,2018-07-23,6cdd53843498f92890544667809f1595,0.0,0.0,0.0,0.0,1.0,0.42857142857142855,0.7867957924694432,0.0,0,7,0,0
5551,2018-07-24,6cdd53843498f92890544667809f1595,3.0,0.0,0.0,0.0,1.0,0.7142857142857143,1.2535663410560176,3.0,1,7,0,0
5561,2018-07-25,6cdd53843498f92890544667809f1595,0.0,3.0,0.0,0.0,0.0,0.7142857142857143,1.2535663410560176,-3.0,2,7,0,0
5571,2018-07-26,6cdd53843498f92890544667809f1595,0.0,0.0,3.0,0.0,2.0,0.42857142857142855,1.133893419027682,0.0,3,7,0,0
5581,2018-07-27,6cdd53843498f92890544667809f1595,0.0,0.0,0.0,3.0,0.0,0.42857142857142855,1.133893419027682,0.0,4,7,0,0
5591,2018-07-28,6cdd53843498f92890544667809f1595,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,1.133893419027682,0.0,5,7,1,0
5601,2018-07-29,6cdd53843498f92890544667809f1595,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,1.133893419027682,0.0,6,7,1,0
5611,2018-07-30,6cdd53843498f92890544667809f1595,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,1.133893419027682,0.0,0,7,0,0
5621,2018-07-31,6cdd53843498f92890544667809f1595,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1,7,0,0
5631,2018-08-01,6cdd53843498f92890544667809f1595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,0,0
5641,2018-08-02,6cdd53843498f92890544667809f1595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,0,0
5651,2018-08-03,6cdd53843498f92890544667809f1595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,0,0
5661,2018-08-04,6cdd53843498f92890544667809f1595,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,1.0,5,8,1,0
5671,2018-08-05,6cdd53843498f92890544667809f1595,1.0,1.0,0.0,0.0,0.0,0.2857142857142857,0.4879500364742666,0.0,6,8,1,0
5681,2018-08-06,6cdd53843498f92890544667809f1595,0.0,1.0,1.0,0.0,0.0,0.2857142857142857,0.48795003647426666,-1.0,0,8,0,0
5691,2018-08-07,6cdd53843498f92890544667809f1595,0.0,0.0,1.0,1.0,0.0,0.2857142857142857,0.48795003647426666,0.0,1,8,0,0
5701,2018-08-08,6cdd53843498f92890544667809f1595,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.48795003647426666,0.0,2,8,0,0
5711,2018-08-09,6cdd53843498f92890544667809f1595,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.48795003647426666,0.0,3,8,0,0
5721,2018-08-10,6cdd53843498f92890544667809f1595,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.48795003647426666,0.0,4,8,0,0
5731,2018-08-11,6cdd53843498f92890544667809f1595,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.3779644730092273,0.0,5,8,1,0
5741,2018-08-12,6cdd53843498f92890544667809f1595,1.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.37796447300922725,1.0,6,8,1,0
5751,2018-08-13,6cdd53843498f92890544667809f1595,1.0,1.0,0.0,0.0,0.0,0.2857142857142857,0.4879500364742666,0.0,0,8,0,0
5761,2018-08-14,6cdd53843498f92890544667809f1595,1.0,1.0,1.0,0.0,0.0,0.42857142857142855,0.5345224838248488,0.0,1,8,0,0
5771,2018-08-15,6cdd53843498f92890544667809f1595,0.0,1.0,1.0,1.0,0.0,0.42857142857142855,0.5345224838248488,-1.0,2,8,0,0
5781,2018-08-16,6cdd53843498f92890544667809f1595,1.0,0.0,1.0,1.0,0.0,0.5714285714285714,0.5345224838248488,1.0,3,8,0,0
5791,2018-08-17,6cdd53843498f92890544667809f1595,1.0,1.0,0.0,1.0,0.0,0.7142857142857143,0.48795003647426666,0.0,4,8,0,0
5801,2018-08-18,6cdd53843498f92890544667809f1595,0.0,1.0,1.0,0.0,0.0,0.7142857142857143,0.48795003647426666,-1.0,5,8,1,0
5811,2018-08-19,6cdd53843498f92890544667809f1595,0.0,0.0,1.0,1.0,1.0,0.5714285714285714,0.5345224838248489,0.0,6,8,1,0
5821,2018-08-20,6cdd53843498f92890544667809f1595,0.0,0.0,0.0,1.0,1.0,0.42857142857142855,0.5345224838248489,0.0,0,8,0,0
5831,2018-08-21,6cdd53843498f92890544667809f1595,2.0,0.0,0.0,0.0,1.0,0.5714285714285714,0.7867957924694432,2.0,1,8,0,0
5841,2018-08-22,6cdd53843498f92890544667809f1595,0.0,2.0,0.0,0.0,0.0,0.5714285714285714,0.7867957924694432,-2.0,2,8,0,0
5851,2018-08-23,6cdd53843498f92890544667809f1595,0.0,0.0,2.0,0.0,1.0,0.42857142857142855,0.7867957924694432,0.0,3,8,0,0
5861,2018-08-24,6cdd53843498f92890544667809f1595,0.0,0.0,0.0,2.0,1.0,0.2857142857142857,0.7559289460184546,0.0,4,8,0,0
5871,2018-08-25,6cdd53843498f92890544667809f1595,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.7559289460184546,0.0,5,8,1,0
5881,2018-08-26,6cdd53843498f92890544667809f1595,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.7559289460184546,0.0,6,8,1,0
74,2017-01-22,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,1,0
84,2017-01-23,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
94,2017-01-24,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
104,2017-01-25,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0
114,2017-01-26,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0
124,2017-01-27,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0
134,2017-01-28,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,0
144,2017-01-29,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,1,0
154,2017-01-30,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
164,2017-01-31,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
174,2017-02-01,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0
184,2017-02-02,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,0
194,2017-02-03,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0
204,2017-02-04,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,1,0
214,2017-02-05,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,0
224,2017-02-06,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0
234,2017-02-07,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,0
244,2017-02-08,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0
254,2017-02-09,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,0
264,2017-02-10,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0
274,2017-02-11,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,1,0
284,2017-02-12,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,0
294,2017-02-13,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0
304,2017-02-14,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,0
314,2017-02-15,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0
324,2017-02-16,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,0
334,2017-02-17,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0
344,2017-02-18,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,1,0
354,2017-02-19,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,0
364,2017-02-20,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0
374,2017-02-21,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,0
384,2017-02-22,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0
394,2017-02-23,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,0
404,2017-02-24,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0
414,2017-02-25,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,1,0
424,2017-02-26,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,0
434,2017-02-27,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0
444,2017-02-28,99a4788cb24856965c36a24e339b6058,2.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.7559289460184545,2.0,1,2,0,0
454,2017-03-01,99a4788cb24856965c36a24e339b6058,1.0,2.0,0.0,0.0,0.0,0.42857142857142855,0.7867957924694432,-1.0,2,3,0,0
464,2017-03-02,99a4788cb24856965c36a24e339b6058,1.0,1.0,2.0,0.0,0.0,0.5714285714285714,0.7867957924694432,0.0,3,3,0,0
474,2017-03-03,99a4788cb24856965c36a24e339b6058,0.0,1.0,1.0,2.0,0.0,0.5714285714285714,0.7867957924694432,-1.0,4,3,0,0
484,2017-03-04,99a4788cb24856965c36a24e339b6058,1.0,0.0,1.0,1.0,0.0,0.7142857142857143,0.7559289460184545,1.0,5,3,1,0
494,2017-03-05,99a4788cb24856965c36a24e339b6058,2.0,1.0,0.0,1.0,0.0,1.0,0.816496580927726,1.0,6,3,1,0
504,2017-03-06,99a4788cb24856965c36a24e339b6058,2.0,2.0,1.0,0.0,0.0,1.2857142857142858,0.7559289460184544,0.0,0,3,0,0
514,2017-03-07,99a4788cb24856965c36a24e339b6058,0.0,2.0,2.0,1.0,2.0,1.0,0.816496580927726,-2.0,1,3,0,0
524,2017-03-08,99a4788cb24856965c36a24e339b6058,1.0,0.0,2.0,2.0,1.0,1.0,0.816496580927726,1.0,2,3,0,0
534,2017-03-09,99a4788cb24856965c36a24e339b6058,1.0,1.0,0.0,2.0,1.0,1.0,0.816496580927726,0.0,3,3,0,0
544,2017-03-10,99a4788cb24856965c36a24e339b6058,0.0,1.0,1.0,0.0,0.0,1.0,0.816496580927726,-1.0,4,3,0,0
554,2017-03-11,99a4788cb24856965c36a24e339b6058,1.0,0.0,1.0,1.0,1.0,1.0,0.816496580927726,1.0,5,3,1,0
564,2017-03-12,99a4788cb24856965c36a24e339b6058,0.0,1.0,0.0,1.0,2.0,0.7142857142857143,0.7559289460184545,-1.0,6,3,1,0
574,2017-03-13,99a4788cb24856965c36a24e339b6058,2.0,0.0,1.0,0.0,2.0,0.7142857142857143,0.7559289460184545,2.0,0,3,0,0
584,2017-03-14,99a4788cb24856965c36a24e339b6058,0.0,2.0,0.0,1.0,0.0,0.7142857142857143,0.7559289460184545,-2.0,1,3,0,0
594,2017-03-15,99a4788cb24856965c36a24e339b6058,0.0,0.0,2.0,0.0,1.0,0.5714285714285714,0.7867957924694432,0.0,2,3,0,0
604,2017-03-16,99a4788cb24856965c36a24e339b6058,2.0,0.0,0.0,2.0,1.0,0.7142857142857143,0.9511897312113419,2.0,3,3,0,0
614,2017-03-17,99a4788cb24856965c36a24e339b6058,0.0,2.0,0.0,0.0,0.0,0.7142857142857143,0.9511897312113419,-2.0,4,3,0,0
624,2017-03-18,99a4788cb24856965c36a24e339b6058,0.0,0.0,2.0,0.0,1.0,0.5714285714285714,0.9759000729485333,0.0,5,3,1,0
634,2017-03-19,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,2.0,0.0,0.5714285714285714,0.9759000729485333,0.0,6,3,1,0
644,2017-03-20,99a4788cb24856965c36a24e339b6058,2.0,0.0,0.0,0.0,2.0,0.5714285714285714,0.9759000729485333,2.0,0,3,0,0
654,2017-03-21,99a4788cb24856965c36a24e339b6058,0.0,2.0,0.0,0.0,0.0,0.5714285714285714,0.9759000729485333,-2.0,1,3,0,0
664,2017-03-22,99a4788cb24856965c36a24e339b6058,0.0,0.0,2.0,0.0,0.0,0.5714285714285714,0.9759000729485333,0.0,2,3,0,0
674,2017-03-23,99a4788cb24856965c36a24e339b6058,2.0,0.0,0.0,2.0,2.0,0.5714285714285714,0.9759000729485333,2.0,3,3,0,0
684,2017-03-24,99a4788cb24856965c36a24e339b6058,0.0,2.0,0.0,0.0,0.0,0.5714285714285714,0.9759000729485333,-2.0,4,3,0,0
694,2017-03-25,99a4788cb24856965c36a24e339b6058,0.0,0.0,2.0,0.0,0.0,0.5714285714285714,0.9759000729485333,0.0,5,3,1,0
704,2017-03-26,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,2.0,0.0,0.5714285714285714,0.9759000729485333,0.0,6,3,1,0
714,2017-03-27,99a4788cb24856965c36a24e339b6058,2.0,0.0,0.0,0.0,2.0,0.5714285714285714,0.9759000729485333,2.0,0,3,0,0
724,2017-03-28,99a4788cb24856965c36a24e339b6058,0.0,2.0,0.0,0.0,0.0,0.5714285714285714,0.9759000729485333,-2.0,1,3,0,0
734,2017-03-29,99a4788cb24856965c36a24e339b6058,0.0,0.0,2.0,0.0,0.0,0.5714285714285714,0.9759000729485333,0.0,2,3,0,0
744,2017-03-30,99a4788cb24856965c36a24e339b6058,1.0,0.0,0.0,2.0,2.0,0.42857142857142855,0.7867957924694432,1.0,3,3,0,0
754,2017-03-31,99a4788cb24856965c36a24e339b6058,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,0.7867957924694432,0.0,4,3,0,0
764,2017-04-01,99a4788cb24856965c36a24e339b6058,2.0,1.0,1.0,0.0,0.0,0.8571428571428571,0.8997354108424372,1.0,5,4,1,0
774,2017-04-02,99a4788cb24856965c36a24e339b6058,0.0,2.0,1.0,1.0,0.0,0.8571428571428571,0.8997354108424372,-2.0,6,4,1,0
784,2017-04-03,99a4788cb24856965c36a24e339b6058,1.0,0.0,2.0,1.0,2.0,0.7142857142857143,0.7559289460184545,1.0,0,4,0,0
794,2017-04-04,99a4788cb24856965c36a24e339b6058,2.0,1.0,0.0,2.0,0.0,1.0,0.8164965809277259,1.0,1,4,0,0
804,2017-04-05,99a4788cb24856965c36a24e339b6058,0.0,2.0,1.0,0.0,0.0,1.0,0.8164965809277259,-2.0,2,4,0,0
814,2017-04-06,99a4788cb24856965c36a24e339b6058,2.0,0.0,2.0,1.0,1.0,1.1428571428571428,0.8997354108424372,2.0,3,4,0,0
824,2017-04-07,99a4788cb24856965c36a24e339b6058,2.0,2.0,0.0,2.0,1.0,1.2857142857142858,0.9511897312113418,0.0,4,4,0,0
834,2017-04-08,99a4788cb24856965c36a24e339b6058,0.0,2.0,2.0,0.0,2.0,1.0,1.0,-2.0,5,4,1,0
844,2017-04-09,99a4788cb24856965c36a24e339b6058,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,6,4,1,0
854,2017-04-10,99a4788cb24856965c36a24e339b6058,0.0,0.0,0.0,2.0,1.0,0.8571428571428571,1.0690449676496978,0.0,0,4,0,0
864,2017-04-11,99a4788cb24856965c36a24e339b6058,1.0,0.0,0.0,0.0,2.0,0.7142857142857143,0.9511897312113423,1.0,1,4,0,0
874,2017-04-12,99a4788cb24856965c36a24e339b6058,1.0,1.0,0.0,0.0,0.0,0.8571428571428571,0.8997354108424377,0.0,2,4,0,0
884,2017-04-13,99a4788cb24856965c36a24e339b6058,0.0,1.0,1.0,0.0,2.0,0.5714285714285714,0.7867957924694438,-1.0,3,4,0,0
894,2017-04-14,99a4788cb24856965c36a24e339b6058,0.0,0.0,1.0,1.0,2.0,0.2857142857142857,0.4879500364742681,0.0,4,4,0,0
904,2017-04-15,99a4788cb24856965c36a24e339b6058,2.0,0.0,0.0,1.0,0.0,0.5714285714285714,0.7867957924694438,2.0,5,4,1,0
914,2017-04-16,99a4788cb24856965c36a24e339b6058,1.0,2.0,0.0,0.0,0.0,0.7142857142857143,0.755928946018455,-1.0,6,4,1,0
924,2017-04-17,99a4788cb24856965c36a24e339b6058,1.0,1.0,2.0,0.0,0.0,0.8571428571428571,0.6900655593423547,0.0,0,4,0,0
934,2017-04-18,99a4788cb24856965c36a24e339b6058,3.0,1.0,1.0,2.0,1.0,1.1428571428571428,1.0690449676496976,2.0,1,4,0,0
944,2017-04-19,99a4788cb24856965c36a24e339b6058,1.0,3.0,1.0,1.0,1.0,1.1428571428571428,1.0690449676496976,-2.0,2,4,0,0
954,2017-04-20,99a4788cb24856965c36a24e339b6058,3.0,1.0,3.0,1.0,0.0,1.5714285714285714,1.1338934190276813,2.0,3,4,0,0
964,2017-04-21,99a4788cb24856965c36a24e339b6058,1.0,3.0,1.0,3.0,0.0,1.7142857142857142,0.9511897312113413,-2.0,4,4,0,0
974,2017-04-22,99a4788cb24856965c36a24e339b6058,3.0,1.0,3.0,1.0,2.0,1.8571428571428572,1.069044967649697,2.0,5,4,1,0
984,2017-04-23,99a4788cb24856965c36a24e339b6058,1.0,3.0,1.0,3.0,1.0,1.8571428571428572,1.069044967649697,-2.0,6,4,1,0
994,2017-04-24,99a4788cb24856965c36a24e339b6058,3.0,1.0,3.0,1.0,1.0,2.142857142857143,1.0690449676496967,2.0,0,4,0,0
1004,2017-04-25,99a4788cb24856965c36a24e339b6058,1.0,3.0,1.0,3.0,3.0,1.8571428571428572,1.069044967649697,-2.0,1,4,0,0
1014,2017-04-26,99a4788cb24856965c36a24e339b6058,0.0,1.0,3.0,1.0,1.0,1.7142857142857142,1.2535663410560172,-1.0,2,4,0,0
1024,2017-04-27,99a4788cb24856965c36a24e339b6058,1.0,0.0,1.0,3.0,3.0,1.4285714285714286,1.1338934190276815,1.0,3,4,0,0
1034,2017-04-28,99a4788cb24856965c36a24e339b6058,1.0,1.0,0.0,1.0,1.0,1.4285714285714286,1.1338934190276815,0.0,4,4,0,0
1044,2017-04-29,99a4788cb24856965c36a24e339b6058,0.0,1.0,1.0,0.0,3.0,1.0,1.0,-1.0,5,4,1,0
1054,2017-04-30,99a4788cb24856965c36a24e339b6058,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6,4,1,0
1064,2017-05-01,99a4788cb24856965c36a24e339b6058,3.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,0,5,0,0
1074,2017-05-02,99a4788cb24856965c36a24e339b6058,1.0,3.0,1.0,0.0,1.0,1.0,1.0,-2.0,1,5,0,0
1084,2017-05-03,99a4788cb24856965c36a24e339b6058,2.0,1.0,3.0,1.0,0.0,1.2857142857142858,0.9511897312113418,1.0,2,5,0,0
1094,2017-05-04,99a4788cb24856965c36a24e339b6058,2.0,2.0,1.0,3.0,1.0,1.4285714285714286,0.9759000729485331,0.0,3,5,0,0
1104,2017-05-05,99a4788cb24856965c36a24e339b6058,1.0,2.0,2.0,1.0,1.0,1.4285714285714286,0.9759000729485331,-1.0,4,5,0,0
1114,2017-05-06,99a4788cb24856965c36a24e339b6058,0.0,1.0,2.0,2.0,0.0,1.4285714285714286,0.9759000729485331,-1.0,5,5,1,0
1124,2017-05-07,99a4788cb24856965c36a24e339b6058,1.0,0.0,1.0,2.0,1.0,1.4285714285714286,0.9759000729485331,1.0,6,5,1,0
1134,2017-05-08,99a4788cb24856965c36a24e339b6058,3.0,1.0,0.0,1.0,3.0,1.4285714285714286,0.9759000729485331,2.0,0,5,0,0
1144,2017-05-09,99a4788cb24856965c36a24e339b6058,1.0,3.0,1.0,0.0,1.0,1.4285714285714286,0.9759000729485331,-2.0,1,5,0,0
1154,2017-05-10,99a4788cb24856965c36a24e339b6058,1.0,1.0,3.0,1.0,2.0,1.2857142857142858,0.9511897312113418,0.0,2,5,0,0
1164,2017-05-11,99a4788cb24856965c36a24e339b6058,1.0,1.0,1.0,3.0,2.0,1.1428571428571428,0.8997354108424375,0.0,3,5,0,0
1174,2017-05-12,99a4788cb24856965c36a24e339b6058,5.0,1.0,1.0,1.0,1.0,1.7142857142857142,1.704336206492693,4.0,4,5,0,0
1184,2017-05-13,99a4788cb24856965c36a24e339b6058,4.0,5.0,1.0,1.0,0.0,2.2857142857142856,1.704336206492693,-1.0,5,5,1,0
1194,2017-05-14,99a4788cb24856965c36a24e339b6058,2.0,4.0,5.0,1.0,1.0,2.4285714285714284,1.6183471874253736,-2.0,6,5,1,0
1204,2017-05-15,99a4788cb24856965c36a24e339b6058,2.0,2.0,4.0,5.0,3.0,2.2857142857142856,1.6035674514745457,0.0,0,5,0,0
1214,2017-05-16,99a4788cb24856965c36a24e339b6058,3.0,2.0,2.0,4.0,1.0,2.5714285714285716,1.5118578920369083,1.0,1,5,0,0
1224,2017-05-17,99a4788cb24856965c36a24e339b6058,2.0,3.0,2.0,2.0,1.0,2.7142857142857144,1.3801311186847076,-1.0,2,5,0,0
1234,2017-05-18,99a4788cb24856965c36a24e339b6058,0.0,2.0,3.0,2.0,1.0,2.5714285714285716,1.6183471874253736,-2.0,3,5,0,0
1244,2017-05-19,99a4788cb24856965c36a24e339b6058,2.0,0.0,2.0,3.0,5.0,2.142857142857143,1.214985792587911,2.0,4,5,0,0
1254,2017-05-20,99a4788cb24856965c36a24e339b6058,0.0,2.0,0.0,2.0,4.0,1.5714285714285714,1.133893419027681,-2.0,5,5,1,0
